"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"ИИ генерирует креативное IT-название проекта (Aura Fintech Hub и т.д.), тест создает его в React-интерфейсе и подчищает через контекстное меню","35138","Сквозная проверка создания, валидации имени и полного удаления проекта кликами в UI","Qase Ultimate Full Automation Suite","2026-07-28","failed","2026-07-28","tests.ui.ProjectTest","Phase 2 - UI Tests Chrome","tests.ui.ProjectTest","checkCreateProject"
"","42","Проверка работы JS-валидатора регулярных выражений на поле Email","Qase Ultimate Full Automation Suite","2026-07-28","broken","2026-07-28","tests.ui.LoginTest","Phase 3 - UI Tests Firefox","tests.ui.LoginTest","checkLoginWithInvalidEmailFormat"
"","3789","Проверка работы JS-валидатора регулярных выражений на поле Email","Qase Ultimate Full Automation Suite","2026-07-28","broken","2026-07-28","tests.ui.LoginTest","Phase 4 - UI Tests Edge","tests.ui.LoginTest","checkLoginWithInvalidEmailFormat"
"Гибридный тест. Быстро готовит репозиторий через бэкэнд, а затем кликами в UI собирает релизный план на базе ИИ-заголовка","1","Проверка создания тест-плана, открытия дровера выбора кейсов и клика по чекбоксам","Qase Ultimate Full Automation Suite","2026-07-28","skipped","2026-07-28","tests.ui.TestPlanUiTest","Phase 3 - UI Tests Firefox","tests.ui.TestPlanUiTest","checkCreateTestPlanViaUi"
"Тест запрашивает уникальные параметры (имя, код) у локальной LLM Qwen, отправляет POST запрос и валидирует ответ бэкенда","371","Проверка успешного создания нового репозитория проекта с помощью ИИ данных","Qase Ultimate Full Automation Suite","2026-07-28","passed","2026-07-28","tests.api.ProjectApiTest","Phase 1 - Pure API Tests Run","tests.api.ProjectApiTest","checkCreateProject"
"","4352","Проверка успешного SPA-перехода на дашборд проектов после ввода валидных кредов","Qase Ultimate Full Automation Suite","2026-07-28","passed","2026-07-28","tests.ui.LoginTest","Phase 2 - UI Tests Chrome","tests.ui.LoginTest","checkSuccessfulLogin"
"ИИ генерирует креативное IT-название проекта (Aura Fintech Hub и т.д.), тест создает его в React-интерфейсе и подчищает через контекстное меню","33","Сквозная проверка создания, валидации имени и полного удаления проекта кликами в UI","Qase Ultimate Full Automation Suite","2026-07-28","broken","2026-07-28","tests.ui.ProjectTest","Phase 3 - UI Tests Firefox","tests.ui.ProjectTest","checkCreateProject"
"Гибридный тест. Быстро готовит репозиторий через бэкэнд, а затем кликами в UI собирает релизный план на базе ИИ-заголовка","1","Проверка создания тест-плана, открытия дровера выбора кейсов и клика по чекбоксам","Qase Ultimate Full Automation Suite","2026-07-28","skipped","2026-07-28","tests.ui.TestPlanUiTest","Phase 4 - UI Tests Edge","tests.ui.TestPlanUiTest","checkCreateTestPlanViaUi"
"ИИ генерирует креативное IT-название проекта (Aura Fintech Hub и т.д.), тест создает его в React-интерфейсе и подчищает через контекстное меню","3900","Сквозная проверка создания, валидации имени и полного удаления проекта кликами в UI","Qase Ultimate Full Automation Suite","2026-07-28","broken","2026-07-28","tests.ui.ProjectTest","Phase 4 - UI Tests Edge","tests.ui.ProjectTest","checkCreateProject"
"Тест валидирует привязку сгенерированных кейсов к релизному тест-плану и проверяет парсинг массивов в jsonPath ответа","629","Проверка сборки тест-плана из массива примитивов (ID кейсов) через API","Qase Ultimate Full Automation Suite","2026-07-28","passed","2026-07-28","tests.api.TestPlanApiTest","Phase 1 - Pure API Tests Run","tests.api.TestPlanApiTest","checkTestPlanCrudLifecycle"
"Тест проверяет корректность сборки древовидной структуры модулей. Генерация названий папок ведется моделью Qwen.","1615","Проверка создания вложенных тест-сьютов (папок) и валидация связей по parent_id","Qase Ultimate Full Automation Suite","2026-07-28","passed","2026-07-28","tests.api.SuiteApiTest","Phase 1 - Pure API Tests Run","tests.api.SuiteApiTest","checkSuiteCrudLifecycle"
"Тест проверяет стабильность работы тяжелых анимаций и контекстных меню в дереве репозитория без использования жестких sleep","312","Проверка создания вложенных папок и их размножения через контекстные меню UI","Qase Ultimate Full Automation Suite","2026-07-28","broken","2026-07-28","tests.ui.SuiteUiTest","Phase 3 - UI Tests Firefox","tests.ui.SuiteUiTest","checkNestedSuiteAndCloningLifecycle"
"","2519","Проверка работы JS-валидатора регулярных выражений на поле Email","Qase Ultimate Full Automation Suite","2026-07-28","passed","2026-07-28","tests.ui.LoginTest","Phase 2 - UI Tests Chrome","tests.ui.LoginTest","checkLoginWithInvalidEmailFormat"
"","2657","Проверка вывода глобального алерта безопасности при неверном пароле","Qase Ultimate Full Automation Suite","2026-07-28","passed","2026-07-28","tests.ui.LoginTest","Phase 2 - UI Tests Chrome","tests.ui.LoginTest","checkLoginWithWrongPassword"
"Тест проверяет стабильность работы тяжелых анимаций и контекстных меню в дереве репозитория без использования жестких sleep","26386","Проверка создания вложенных папок и их размножения через контекстные меню UI","Qase Ultimate Full Automation Suite","2026-07-28","passed","2026-07-28","tests.ui.SuiteUiTest","Phase 2 - UI Tests Chrome","tests.ui.SuiteUiTest","checkNestedSuiteAndCloningLifecycle"
"","0","cleanupApi","Qase Ultimate Full Automation Suite","2026-07-28","failed","2026-07-28","tests.ui.TestPlanUiTest","Phase 3 - UI Tests Firefox","tests.ui.TestPlanUiTest","cleanupApi"
"","3860","Проверка вывода глобального алерта безопасности при неверном пароле","Qase Ultimate Full Automation Suite","2026-07-28","broken","2026-07-28","tests.ui.LoginTest","Phase 4 - UI Tests Edge","tests.ui.LoginTest","checkLoginWithWrongPassword"
"Тест проверяет стабильность работы тяжелых анимаций и контекстных меню в дереве репозитория без использования жестких sleep","35289","Проверка создания вложенных папок и их размножения через контекстные меню UI","Qase Ultimate Full Automation Suite","2026-07-28","broken","2026-07-28","tests.ui.SuiteUiTest","Phase 4 - UI Tests Edge","tests.ui.SuiteUiTest","checkNestedSuiteAndCloningLifecycle"
